Property,Field,Mown,Year,Date,Time ,Surveyor,Point,<50_Males,<50_Females,<50_Total,>50_Male,>50_Females,>50_Total,Total_Counts ,Notes
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/13/2023,7:10,Sharon Stavropoulos,2E,1,0,1,0,0,0,1,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/14/2023,7:40,John Sofia,2E,5,0,5,0,0,0,5,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/15/2023,10:02,Greg Power,2E,17,0,17,0,0,0,17,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/20/2023,9:49,Bonnie Marsan,2E,2,0,2,0,0,0,2,*No note as to direction they were looking
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/20/2023,7:01,Sharon Stavropoulos,2E,3,1,4,0,0,0,4,*2m 1 F in the Steer Barn Rest in Broad Meadow
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/23/2023,N/A,Shilo McDonald,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/27/2023,9:59,Bonnie Marsan,2E,1,0,1,1,0,1,2,*Steer Barn Only
Appleton Farms,Broad Meadow/Steer Barn,N,2023,5/27/2023,7:26,Sharon Stavropoulos,2E,1,1,2,0,0,0,2,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/2/2023,7:40,Bonnie Marsan,2E,2,0,2,0,0,0,2,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/7/2023,10:50,Shilo McDonald,2E,3,0,3,0,0,0,3,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/10/2023,7:51,Sharon Stavropoulos,2E,1,1,2,0,0,0,2,Steer Barn
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/11/2023,9:45,Bonnie Marsan,2E,1,2,3,0,0,0,3,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/18/2023,10:10,Bonnie Marsan,2E,2,1,3,0,0,0,3,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/22/2023,7:42,Sharon Stavropoulos,2E,1,1,2,0,0,0,2,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/24/2023,9:22,Bonnie Marsan,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/27/2023,7:55,David Young,2E,2,0,2,0,0,0,2,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,6/30/2023,7:43,Bonnie Marsan,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/8/2023,7:40,Bonnie Marsan,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/8/2023,7:23,Sharon Stavropoulos,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/15/2023,8:20,Bonnie Marsan,2E,0,3,3,0,0,0,3,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/15/2023,7:23,Sharon Stavropoulos,2E,0,0,0,0,0,0,0,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/23/2023,9:33,Bonnie Marsan,2E,3,0,3,0,0,0,3,
Appleton Farms,Broad Meadow/Steer Barn,N,2023,7/18/2023,9:40,Shilo McDonald,2E,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/6/2023,7:23,Sharon Stavropoulos,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/13/2023,7:49,Sharon Stavropoulos,3A,2,2,4,0,0,0,4,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/14/2023,7:50,Sean Zimmer,3A,1,0,1,1,0,1,2,*1 More Flyover
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/20/2023,7:48,Sharon Stavropoulos,3A,1,0,1,0,0,0,1,*Lower Sunset
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/23/2023,9:55,Nanette Melero,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/27/2023,8:02,Sharon Stavropoulos,3A,1,0,1,0,0,0,1,*Lower Sunset
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/1/2023,9:18,Nanette Melero,3A,2,0,2,0,0,0,2,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/10/2023,8:05,Sharon Stavropoulos,3A,1,0,1,0,0,0,1,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/14/2023,8:14,Nanette Melero,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/19/2023,8:36,Greg Power,3A,3,1,4,0,0,0,4,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/22/2023,8:23,Sharon Stavropoulos,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/27/2023,8:05,David Young,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/8/2023,7:56,Sharon Stavropoulos,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/15/2023,8:01,Sharon Stavropoulos,3A,N/A,N/A,17,0,0,0,17,"*Flock of M,F,J"
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/18/2023,8:32,Nanette Melero,3A,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/6/2023,7:34,Sharon Stavropoulos,3B,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/13/2023,7:40,Sharon Stavropoulos,3B,0,0,0,0,0,0,0,*1 Flyover
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/14/2023,8:00,Sean Zimmer,3B,0,0,0,0,1,1,1,* Lower Sunset
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/20/2023,7:40,Sharon Stavropoulos,3B,1,1,2,0,0,0,2,*Lower Sunset
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/23/2023,9:48,Nanette Melero,3B,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,5/27/2023,7:56,Sharon Stavropoulos,3B,2,1,3,0,0,0,3,*Lower Sunset
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/1/2023,9:10,Nanette Melero,3B,3,0,3,0,0,0,3,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/10/2023,8:14,Sharon Stavropoulos,3B,1,0,1,0,1,1,2,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/14/2023,8:22,Nanette Melero,3B,1,0,1,0,0,0,1,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/19/2023,8:48,Greg Power,3B,2,2,4,0,0,0,4,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/22/2023,8:13,Sharon Stavropoulos,3B,3,2,5,0,0,0,5,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,6/29/2023,8:12,David Young,3B,0,0,0,0,0,0,0,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/8/2023,7:48,Sharon Stavropoulos,3B,3,1,4,0,0,0,4,"*count of juveniles unknown, but presence confirmed"
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/15/2023,7:53,Sharon Stavropoulos,3B,2,1,3,0,0,0,3,
Appleton Farms,Sunset Hill/Sunset Meadow,N,2023,7/18/2023,8:23,Nanette Melero,3B,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/6/2023,7:40,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/13/2023,7:31,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,*1 Flyover
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/14/2023,8:45,Sean Zimmer,3C,0,0,0,0,0,0,0,*Seen in Pond not horse
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/20/2023,7:30,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/23/2023,9:36,Nanette Melero,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,5/27/2023,7:47,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/1/2023,8:58,Nanette Melero,3C,1,0,1,0,0,0,1,*Pond
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/10/2023,8:52,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/14/2023,8:02,Nanette Melero,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/19/2023,8:15,Greg Power,3C,0,0,0,2,0,2,2,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/22/2023,8:03,Sharon Stavropoulos,3C,0,0,0,1,0,1,1,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,6/29/2023,7:27,David Young,3C,2,0,2,0,0,0,2,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,7/8/2023,7:40,Sharon Stavropoulos,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,7/15/2023,7:43,Sharon Stavropoulos,3C,0,0,0,1,0,1,1,
Appleton Farms,Horse Field Upper/Horse Field South,N,2023,7/18/2023,8:15,Nanette Melero,3C,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/6/2023,7:49,Sharon Stavropoulos,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/13/2023,8:00,Sharon Stavropoulos,3D,1,0,1,0,0,0,1,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/14/2023,8:10,Sean Zimmer,3D,0,0,0,1,0,1,1,*Lower Sunset
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/20/2023,7:58,Sharon Stavropoulos,3D,0,0,0,1,0,1,1,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/23/2023,9:25,Nanette Melero,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,5/27/2023,8:11,Sharon Stavropoulos,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/1/2023,9:27,Nanette Melero,3D,1,0,1,0,0,0,1,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/10/2023,8:24,Sharon Stavropoulos,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/14/2023,8:31,Nanette Melero,3D,1,0,1,0,0,0,1,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/19/2023,9:02,Greg Power,3D,4,1,5,0,0,0,5,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/22/2023,8:33,Sharon Stavropoulos,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,6/29/2023,7:36,David Young,3D,0,0,0,1,0,1,1,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,7/15/2023,8:11,Sharon Stavropoulos,3D,0,0,0,0,0,0,0,
Appleton Farms,Horse Field South/Sunset Meadow,N,2023,7/18/2023,8:43,Nanette Melero,3D,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/6/2023,7:58,Sharon Stavropoulos,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/13/2023,8:10,Sharon Stavropoulos,3E,0,0,0,2,0,2,2,
Appleton Farms,Williams West,N,2023,5/14/2023,8:20,Sean Zimmer,3E,0,0,0,1,0,1,1,
Appleton Farms,Williams West,N,2023,5/20/2023,8:09,Sharon Stavropoulos,3E,0,0,0,1,0,1,1,
Appleton Farms,Williams West,N,2023,5/23/2023,9:03,Nanette Melero,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/27/2023,8:19,Sharon Stavropoulos,3E,1,0,1,0,0,0,1,
Appleton Farms,Williams West,N,2023,6/1/2023,9:36,Nanette Melero,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,6/10/2023,8:30,Sharon Stavropoulos,3E,2,0,2,0,0,0,2,
Appleton Farms,Williams West,N,2023,6/14/2023,8:38,Nanette Melero,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,6/19/2023,9:12,Greg Power,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,6/22/2023,8:41,Sharon Stavropoulos,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,6/29/2023,7:43,David Young,3E,1,0,1,0,0,0,1,
Appleton Farms,Williams West,N,2023,7/15/2023,8:19,Sharon Stavropoulos,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,7/18/2023,8:50,Nanette Melero,3E,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/6/2023,8:08,Sharon Stavropoulos,3F,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/13/2023,8:20,Sharon Stavropoulos,3F,1,0,1,0,0,0,1,
Appleton Farms,Williams West,N,2023,5/14/2023,8:30,Sean Zimmer,3F,0,0,0,1,0,1,1,
Appleton Farms,Williams West,N,2023,5/20/2023,8:17,Sharon Stavropoulos,3F,0,0,0,2,0,2,2,
Appleton Farms,Williams West,N,2023,5/23/2023,9:12,Nanette Melero,3F,0,0,0,0,0,0,0,
Appleton Farms,Williams West,N,2023,5/27/2023,8:30,Sharon Stavropoulos,3F,0,0,0,0,0,0,0,
Appleton Farms,Williams West,Y,2023,6/1/2023,9:45,Nanette Melero,3F,0,0,0,0,0,0,0,
Appleton Farms,Williams West,Y,2023,6/10/2023,8:39,Sharon Stavropoulos,3F,0,0,0,2,1,3,3,
Appleton Farms,Williams West,Y,2023,6/14/2023,8:46,Nanette Melero,3F,0,0,0,0,0,0,0,
Appleton Farms,Williams West,Y,2023,6/19/2023,9:25,Greg Power,3F,0,0,0,4,1,5,5,
Appleton Farms,Williams West,Y,2023,6/22/2023,8:49,Sharon Stavropoulos,3F,0,0,0,3,1,4,4,
Appleton Farms,Williams West,Y,2023,6/29/2023,7:57,David Young,3F,4,0,4,0,0,0,4,
Appleton Farms,Williams West,Y,2023,7/15/2023,8:26,Sharon Stavropoulos,3F,0,0,0,1,0,1,1,
Appleton Farms,Williams West,Y,2023,7/18/2023,8:58,Nanette Melero,3F,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,6/18/2023,7:45,Rose,AF 13,2,1,3,0,0,0,3,
Bartholomew's Cobble,Ashley Field,N,2023,7/19/2023,7:10,Rose,AF 13,2,1,3,0,0,0,3,
Bartholomew's Cobble,Ashley Field,N,2023,5/6/2023,7:58,Zylich,AF11,0,0,0,1,0,1,1,
Bartholomew's Cobble,Ashley Field,N,2023,5/13/2023,8:47,Cayea,AF11,3,0,3,0,0,0,3,
Bartholomew's Cobble,Ashley Field,N,2023,5/28/2023,7:55,Cayea,AF11,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,6/18/2023,8:20,Rose,AF11,1,1,2,0,0,0,2,
Bartholomew's Cobble,Ashley Field,N,2023,6/19/2023,7:10,Zylich,AF11,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,6/29/2023,7:45,Cayea,AF11,13,6,19,0,0,0,19,
Bartholomew's Cobble,Ashley Field,N,2023,7/26/2023,N/A,Cayea,AF11,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/27/2023,10:14,Zylich,AF11,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/19/2023,N/A,Rose,AF11,0,0,0,1,1,2,2,
Bartholomew's Cobble,Ashley Field,N,2023,5/6/2023,8:10,Zylich,AF13,2,0,2,0,0,0,2,
Bartholomew's Cobble,Ashley Field,N,2023,5/13/2023,8:55,Cayea,AF13,6,0,6,0,0,0,6,
Bartholomew's Cobble,Ashley Field,N,2023,5/28/2023,9:23,Cayea,AF13,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,6/19/2023,7:23,Zylich,AF13,3,0,3,3,1,4,7,
Bartholomew's Cobble,Ashley Field,N,2023,6/29/2023,9:05,Cayea,AF13,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/26/2023,N/A,Cayea,AF13,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/27/2023,10:28,Zylich,AF13,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,5/6/2023,7:16,Zylich,AF5,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,5/13/2023,8:10,Cayea,AF5,5,1,6,0,0,0,6,
Bartholomew's Cobble,Ashley Field,N,2023,5/28/2023,7:20,Cayea,AF5,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,6/19/2023,6:20,Zylich,AF5,0,0,0,3,2,5,5,
Bartholomew's Cobble,Ashley Field,N,2023,6/29/2023,7:10,Cayea,AF5,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,7/26/2023,7:22,Cayea,AF5,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/27/2023,9:40,Zylich,AF5,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,5/6/2023,7:40,Zylich,AF7,2,0,2,0,0,0,2,
Bartholomew's Cobble,Ashley Field,N,2023,5/13/2023,8:30,Cayea,AF7,4,0,4,0,0,0,4,
Bartholomew's Cobble,Ashley Field,N,2023,5/28/2023,7:39,Cayea,AF7,3,0,3,0,0,0,3,
Bartholomew's Cobble,Ashley Field,N,2023,6/19/2023,6:50,Zylich,AF7,2,0,2,2,0,2,4,
Bartholomew's Cobble,Ashley Field,N,2023,6/29/2023,7:30,Cayea,AF7,2,0,2,0,0,0,2,
Bartholomew's Cobble,Ashley Field,N,2023,7/26/2023,7:38,Cayea,AF7,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/27/2023,10:01,Zylich,AF7,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,5/6/2023,7:28,Zylich,AF9,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,5/13/2023,8:20,Cayea,AF9,4,0,4,0,0,0,4,
Bartholomew's Cobble,Ashley Field,N,2023,5/28/2023,7:27,Cayea,AF9,4,0,4,0,0,0,4,
Bartholomew's Cobble,Ashley Field,N,2023,6/19/2023,6:31,Zylich,AF9,0,1,1,4,2,6,7,
Bartholomew's Cobble,Ashley Field,N,2023,6/29/2023,7:20,Cayea,AF9,1,0,1,0,0,0,1,
Bartholomew's Cobble,Ashley Field,N,2023,7/26/2023,7:28,Cayea,AF9,0,0,0,0,0,0,0,
Bartholomew's Cobble,Ashley Field,N,2023,7/27/2023,9:49,Zylich,AF9,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/6/2023,9:15,Zylich,HH1,1,0,1,0,0,0,1,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/13/2023,9:25,Cayea,HH1,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/28/2023,8:25,Cayea,HH1,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/19/2023,8:22,Zylich,HH1,1,1,2,0,0,0,2,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/29/2023,8:11,Cayea,HH1,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/26/2023,N/A,Cayea,HH1,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/27/2023,10:56,Zylich,HH1,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/6/2023,9:25,Zylich,HH2,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/13/2023,9:35,Cayea,HH2,3,0,3,0,0,0,3,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/28/2023,8:33,Cayea,HH2,3,0,3,0,0,0,3,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/19/2023,8:31,Zylich,HH2,2,0,2,0,0,0,2,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/29/2023,8:17,Cayea,HH2,1,0,1,0,0,0,1,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/26/2023,N/A,Cayea,HH2,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/27/2023,11:05,Zylich,HH2,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/6/2023,9:35,Zylich,HH3,0,0,0,1,0,1,1,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/13/2023,9:45,Cayea,HH3,4,0,4,0,0,0,4,
Bartholomew's Cobble,Hurlburts Hill,N,2023,5/28/2023,8:40,Cayea,HH3,1,0,1,0,0,0,1,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/19/2023,8:47,Zylich,HH3,3,1,4,0,0,0,4,
Bartholomew's Cobble,Hurlburts Hill,N,2023,6/29/2023,8:27,Cayea,HH3,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/26/2023,N/A,Cayea,HH3,0,0,0,0,0,0,0,
Bartholomew's Cobble,Hurlburts Hill,N,2023,7/27/2023,11:15,Zylich,HH3,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,5/23/2023,6:21,Mary McKitrick,A,2,0,2,0,0,0,2,
Bryant Homestead,Main Field,N,2023,5/26/2023,9:13,Bob Zimmermann,A,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,6/5/2023,6:23,Mary McKitrick,A,2,0,2,0,0,0,2,
Bryant Homestead,Main Field,N,2023,6/13/2023,7:10,Bob Zimmermann,A,3,1,4,0,0,0,4,
Bryant Homestead,Main Field,N,2023,6/20/2023,7:19,Bob Zimmermann,A,0,0,0,1,0,1,1,
Bryant Homestead,Main Field,N,2023,6/20/2023,7:00,Mary McKitrick,A,1,0,1,0,0,0,1,
Bryant Homestead,Main Field,N,2023,7/15/2023,7:00,Mary McKitrick,A,3,N/A,9,0,0,0,9,*6 femals/Juveniles
Bryant Homestead,Main Field,N,2023,7/26/2023,7:45,Bob Zimmermann,A,2,N/A,7,0,0,0,7,* 2 Males and 5 F/J
Bryant Homestead,Main Field,N,2023,5/23/2023,6:31,Mary McKitrick,B,1,0,1,0,0,0,1,
Bryant Homestead,Main Field,N,2023,5/26/2023,9:32,Bob Zimmermann,B,0,0,0,2,0,2,2,
Bryant Homestead,Main Field,N,2023,6/5/2023,6:36,Mary McKitrick,B,1,1,2,0,0,0,2,
Bryant Homestead,Main Field,N,2023,6/13/2023,7:40,Bob Zimmermann,B,1,0,1,1,0,1,2,
Bryant Homestead,Main Field,N,2023,6/20/2023,7:46,Bob Zimmermann,B,3,1,4,0,0,0,4,
Bryant Homestead,Main Field,N,2023,6/20/2023,7:17,Mary McKitrick,B,2,1,3,0,0,0,3,
Bryant Homestead,Main Field,N,2023,7/15/2023,7:36,Mary McKitrick,B,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,7/26/2023,8:03,Bob Zimmermann,B,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,5/23/2023,6:45,Mary McKitrick,C,0,0,0,1,0,1,1,
Bryant Homestead,Main Field,N,2023,5/26/2023,9:51,Bob Zimmermann,C,0,0,0,2,0,2,2,
Bryant Homestead,Main Field,N,2023,6/5/2023,6:47,Mary McKitrick,C,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,6/13/2023,8:05,Bob Zimmermann,C,1,0,1,0,0,0,1,
Bryant Homestead,Main Field,N,2023,6/20/2023,8:11,Bob Zimmermann,C,0,0,0,1,0,1,1,
Bryant Homestead,Main Field,N,2023,6/20/2023,7:30,Mary McKitrick,C,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,7/15/2023,7:58,Mary McKitrick,C,0,0,0,0,0,0,0,
Bryant Homestead,Main Field,N,2023,7/26/2023,8:22,Bob Zimmermann,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/3/2023,8:18,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/10/2023,7:40,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/17/2023,7:45,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/24/2023,7:13,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/31/2023,8:16,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/7/2023,7:43,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/14/2023,8:01,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/21/2023,7:58,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/28/2023,8:01,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,7/19/2023,7:57,Joan and Gary Gemme,A,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/3/2023,8:26,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/10/2023,8:10,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/17/2023,8:15,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/24/2023,7:35,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/14/2023,8:29,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/21/2023,8:33,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/28/2023,8:33,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,7/19/2023,8:39,Joan and Gary Gemme,B,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/3/2023,8:34,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/10/2023,8:00,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/17/2023,8:04,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,5/24/2023,7:44,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/14/2023,8:19,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/21/2023,8:21,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,6/28/2023,8:23,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
Bullitt Reservation,Main Field,N,2023,7/19/2023,8:15,Joan and Gary Gemme,C,0,0,0,0,0,0,0,
